Mod:Item:MetaData, Localized Name
DraconicEvolution:draconiumEnergyCore:1, Draconic Energy Core
DraconicEvolution:draconiumFluxCapacitor, item.draconicevolution:draconiumFluxCapacitor.name
DraconicEvolution:wrench, Crystal Binder
DraconicEvolution:chaosShard, Chaos Shard
DraconicEvolution:reactorCraftingPart:0, Reactor Stabilizer Frame
DraconicEvolution:reactorCraftingPart:1, Reactor Stabilizer Inner Rotor
DraconicEvolution:reactorCraftingPart:2, Reactor Stabilizer Outer Rotor
DraconicEvolution:reactorCraftingPart:3, Reactor Stabilizer Rotor Assembly
DraconicEvolution:reactorCraftingPart:4, Reactor Stabilizer Focus Ring
DraconicEvolution:nugget:0, Draconium Nugget
DraconicEvolution:nugget:1, Awakened Draconium Nugget
DraconicEvolution:chaosFragment:0, Tiny Chaos Fragment
DraconicEvolution:chaosFragment:1, Small Chaos Fragment
DraconicEvolution:chaosFragment:2, Large Chaos Fragment
DraconicEvolution:magnet:0, Item Dislocator
DraconicEvolution:magnet:1, Awakened Item Dislocator
DraconicEvolution:dezilsMarshmallow, Dezil's Marshmallow
MineFactoryReloaded:hammer, Точная кувалда
MineFactoryReloaded:plastic.boots, Пластиковые ботинки
MineFactoryReloaded:rubber.raw, Сырая резина
MineFactoryReloaded:rubber.bar, Плитка резины
MineFactoryReloaded:plastic.raw, Сырой пластик
MineFactoryReloaded:plastic.sheet, Пластиковые листы
MineFactoryReloaded:plastic.helm, Пластиковый шлем
MineFactoryReloaded:plastic.chest, Пластиковая кираса
MineFactoryReloaded:plastic.legs, Пластиковые поножи
MineFactoryReloaded:glass.helm, Sunglasses
MineFactoryReloaded:upgrade.radius:0, Улучшение (Лазурит)
MineFactoryReloaded:upgrade.radius:1, Улучшение (Олово)
MineFactoryReloaded:upgrade.radius:2, Улучшение (Железо)
MineFactoryReloaded:upgrade.radius:3, Улучшение (Медь)
MineFactoryReloaded:upgrade.radius:4, Улучшение (Бронза)
MineFactoryReloaded:upgrade.radius:5, Улучшение (Серебро)
MineFactoryReloaded:upgrade.radius:6, Улучшение (Золото)
MineFactoryReloaded:upgrade.radius:7, Улучшение (Кварц)
MineFactoryReloaded:upgrade.radius:8, Улучшение (Алмаз)
MineFactoryReloaded:upgrade.radius:9, Улучшение (Платина)
MineFactoryReloaded:upgrade.radius:10, Улучшение (Изумруд)
MineFactoryReloaded:upgrade.radius:11, Улучшение (Булыжник)
MineFactoryReloaded:rednet.meter:0, RedNet измеритель
MineFactoryReloaded:rednet.meter:1, RedNet мультиметр
MineFactoryReloaded:rednet.meter:2, Предмет отладки
MineFactoryReloaded:rednet.memorycard, Карта памяти PRC
MineFactoryReloaded:upgrade.logic:0, PRC LX-100 логическая карта расширения
MineFactoryReloaded:upgrade.logic:1, PRC LX-300 логическая карта расширения
MineFactoryReloaded:upgrade.logic:2, PRC LX-500 логическая карта расширения
MineFactoryReloaded:meat.ingot.raw, Сырой слиток мяса
MineFactoryReloaded:meat.ingot.cooked, Приготовленный слиток мяса
MineFactoryReloaded:meat.nugget.raw, Кусочек сырого мяса
MineFactoryReloaded:meat.nugget.cooked, Кусочек приготовленного мяса
MineFactoryReloaded:pinkslime:0, Шарик розовой слизи
MineFactoryReloaded:pinkslime:1, Кристалл розовой слизи
MineFactoryReloaded:syringe.empty, Пустой шприц
MineFactoryReloaded:syringe.health, Шприц здоровья
MineFactoryReloaded:syringe.growth, Шприц роста
MineFactoryReloaded:syringe.zombie, Шприц зомби
MineFactoryReloaded:syringe.slime, Увеличитель слизней
MineFactoryReloaded:syringe.cure, Антидот
MineFactoryReloaded:safarinet.launcher, Метатель сети
MineFactoryReloaded:safarinet.reusable, Сафари сеть (Многоразовая)
MineFactoryReloaded:safarinet.singleuse, Сафари сеть (Одноразовая)
MineFactoryReloaded:safarinet.jailer, Тюремная сафари сеть
MineFactoryReloaded:safarinet.jailer.fancy, Золотая тюремная сафари сеть
MineFactoryReloaded:portaspawner, Портоспаунер
MineFactoryReloaded:xpextractor, Экстрактор опыта
MineFactoryReloaded:straw, Соломка
MineFactoryReloaded:milkbottle, Бутылка молока
MineFactoryReloaded:plastic.cup:0, Пластиковый стаканчик
MineFactoryReloaded:plastic.bag, Пластиковый пакет
MineFactoryReloaded:sugarcharcoal, Сахарный древесный уголь
MineFactoryReloaded:fertilizer, Промышленное удобрение
MineFactoryReloaded:ceramicdye:0, Керамическая краска (Белая)
MineFactoryReloaded:ceramicdye:1, Керамическая краска (Оранжевая)
MineFactoryReloaded:ceramicdye:2, Керамическая краска (Сиреневая)
MineFactoryReloaded:ceramicdye:3, Керамическая краска (Светло-синяя)
MineFactoryReloaded:ceramicdye:4, Керамическая краска (Жёлтая)
MineFactoryReloaded:ceramicdye:5, Керамическая краска (Лаймовая)
MineFactoryReloaded:ceramicdye:6, Керамическая краска (Розовая)
MineFactoryReloaded:ceramicdye:7, Керамическая краска (Серая)
MineFactoryReloaded:ceramicdye:8, Керамическая краска (Светло-серая)
MineFactoryReloaded:ceramicdye:9, Керамическая краска (Бирюзовая)
MineFactoryReloaded:ceramicdye:10, Керамическая краска (Фиолетовая)
MineFactoryReloaded:ceramicdye:11, Керамическая краска (Синяя)
MineFactoryReloaded:ceramicdye:12, Керамическая краска (Коричневая)
MineFactoryReloaded:ceramicdye:13, Керамическая краска (Зелёная)
MineFactoryReloaded:ceramicdye:14, Керамическая краска (Красная)
MineFactoryReloaded:ceramicdye:15, Керамическая краска (Чёрная)
MineFactoryReloaded:laserfocus:0, Фокусирующая линза (Белая)
MineFactoryReloaded:laserfocus:1, Фокусирующая линза (Оранжевая)
MineFactoryReloaded:laserfocus:2, Фокусирующая линза (Сиреневая)
MineFactoryReloaded:laserfocus:3, Фокусирующая линза (Светло-синяя)
MineFactoryReloaded:laserfocus:4, Фокусирующая линза (Жёлтая)
MineFactoryReloaded:laserfocus:5, Фокусирующая линза (Лаймовая)
MineFactoryReloaded:laserfocus:6, Фокусирующая линза (Розовая)
MineFactoryReloaded:laserfocus:7, Фокусирующая линза (Серая)
MineFactoryReloaded:laserfocus:8, Фокусирующая линза (Светло-серая)
MineFactoryReloaded:laserfocus:9, Фокусирующая линза (Бирюзовая)
MineFactoryReloaded:laserfocus:10, Фокусирующая линза (Фиолетовая)
MineFactoryReloaded:laserfocus:11, Фокусирующая линза (Синяя)
MineFactoryReloaded:laserfocus:12, Фокусирующая линза (Коричневая)
MineFactoryReloaded:laserfocus:13, Фокусирующая линза (Зелёная)
MineFactoryReloaded:laserfocus:14, Фокусирующая линза (Красная)
MineFactoryReloaded:laserfocus:15, Фокусирующая линза (Чёрная)
MineFactoryReloaded:record.blank, Пустая пластинка
MineFactoryReloaded:spyglass, Подзорная труба
MineFactoryReloaded:ruler, Линейка
MineFactoryReloaded:fishingrod, Удочка
MineFactoryReloaded:potatolauncher, Potato Cannon
MineFactoryReloaded:needlegun, Игольчатое ружьё
MineFactoryReloaded:needlegun.ammo.empty, Магазин игольчатого ружья
MineFactoryReloaded:needlegun.ammo.standard, Боеприпасы игольчатого ружья (Иглы)
MineFactoryReloaded:needlegun.ammo.pierce, Боеприпасы игольчатого ружья (Шрапнель)
MineFactoryReloaded:needlegun.ammo.lava, Боеприпасы игольчатого ружья (Лава)
MineFactoryReloaded:needlegun.ammo.sludge, Боеприпасы игольчатого ружья (Шлам)
MineFactoryReloaded:needlegun.ammo.sewage, Боеприпасы игольчатого ружья (Навоз)
MineFactoryReloaded:needlegun.ammo.fire, Боеприпасы игольчатого ружья (Огонь)
MineFactoryReloaded:needlegun.ammo.anvil, Боеприпасы игольчатого ружья (Наковальня)
MineFactoryReloaded:rocketlauncher, SPAMR Launcher
MineFactoryReloaded:rocket:0, Tracking Self-Propelled Anti Material Rocket
MineFactoryReloaded:rocket:1, Self-Propelled Anti Material Rocket
MineFactoryReloaded:bucket.sewage, Ведро навоза
MineFactoryReloaded:bucket.sludge, Ведро шлама
MineFactoryReloaded:bucket.essence, Ведро эссенции
MineFactoryReloaded:bucket.biofuel, Ведро биотоплива
MineFactoryReloaded:bucket.meat, Ведро фарша
MineFactoryReloaded:bucket.pinkslime, Ведро розовой слизи
MineFactoryReloaded:bucket.chocolatemilk, Ведро молочного шоколада
MineFactoryReloaded:bucket.mushroomsoup, Ведро грибного супа
EnderIO:itemCoordSelector, Настройщик координат
EnderIO:itemFusedQuartzFrame, Рамка из расплавленного кварца
EnderIO:itemConduitFacade:0, Фасад для труб
EnderIO:itemConduitFacade:1, Прочный фасад для труб
EnderIO:itemBrokenSpawner:0, Сломанный спаунер
EnderIO:itemBrokenSpawner:0, Сломанный спаунер
EnderIO:itemBrokenSpawner:0, Сломанный спаунер
EnderIO:itemBrokenSpawner:0, Сломанный спаунер
EnderIO:itemBrokenSpawner:0, Сломанный спаунер
EnderIO:itemBrokenSpawner:0, Сломанный спаунер
EnderIO:itemBrokenSpawner:0, Сломанный спаунер
EnderIO:itemFrankenSkull:0, Зомби-электрод
EnderIO:itemFrankenSkull:1, Зомби-контроллер
EnderIO:itemFrankenSkull:2, Зомби Фрэнк
EnderIO:itemFrankenSkull:3, Резонатор Края
EnderIO:itemFrankenSkull:4, Разумный Край
EnderIO:itemRedstoneConduit:0, Красная труба
EnderIO:itemRedstoneConduit:1, Переключатель труб
EnderIO:itemRedstoneConduit:2, Изолированная красная труба
EnderIO:itemPowerConduit:0, Энергетическая труба
EnderIO:itemPowerConduit:1, Улучшенная энергетическая труба
EnderIO:itemPowerConduit:2, Энергетическая труба Края
EnderIO:itemLiquidConduit:0, Жидкостная труба
EnderIO:itemLiquidConduit:1, Жидкостная труба высокого давления
EnderIO:itemLiquidConduit:2, Жидкостная труба Края
EnderIO:itemItemConduit:0, Предметная труба
EnderIO:itemMEConduit:0, МЭ труба
EnderIO:itemMEConduit:1, Плотная МЭ труба
EnderIO:itemBasicFilterUpgrade:0, Основной предметный фильтр
EnderIO:itemBasicFilterUpgrade:1, Продвинутый предметный фильтр
EnderIO:itemExistingItemFilter:0, Существующий предметный фильтр
EnderIO:itemModItemFilter, Фильтр по предметам модификаций
EnderIO:itemPowerItemFilter:0, Фильтр по заряжаемым предметам
EnderIO:itemExtractSpeedUpgrade:0, Улучшение скорости для предметной трубы
EnderIO:itemExtractSpeedUpgrade:1, Снижение скорости для предметной трубы
EnderIO:itemFunctionUpgrade:0, Улучшение дистанционной осведомлённости
EnderIO:itemBasicCapacitor:0, Основной конденсатор
EnderIO:itemBasicCapacitor:1, Двухслойный конденсатор
EnderIO:itemBasicCapacitor:2, Восьмислойный конденсатор
EnderIO:itemMachinePart:0, Корпус механизма
EnderIO:itemMachinePart:1, Основная шестерня
EnderIO:itemMaterial:0, Кремний
EnderIO:itemMaterial:1, Связующий элемент труб
EnderIO:itemMaterial:2, Составной связующий элемент
EnderIO:itemMaterial:3, Пульсирующий железный самородок
EnderIO:itemMaterial:4, Самородок вибрирующего сплава
EnderIO:itemMaterial:5, Пульсирующий кристалл
EnderIO:itemMaterial:6, Вибрирующий кристалл
EnderIO:itemMaterial:7, Шарик тёмной стали
EnderIO:itemMaterial:8, Кристалл Края
EnderIO:itemMaterial:9, Привлекающий кристалл
EnderIO:itemMaterial:10, Погодный кристалл
EnderIO:itemAlloy:0, Наэлектризованная сталь
EnderIO:itemAlloy:1, Энергетический сплав
EnderIO:itemAlloy:2, Вибрирующий сплав
EnderIO:itemAlloy:3, Сплав из красного камня
EnderIO:itemAlloy:4, Проводящее железо
EnderIO:itemAlloy:5, Пульсирующее железо
EnderIO:itemAlloy:6, Тёмная сталь
EnderIO:itemAlloy:7, Соуларий
EnderIO:itemPowderIngot:0, Угольный порошок
EnderIO:itemPowderIngot:1, Железный порошок
EnderIO:itemPowderIngot:2, Золотой порошок
EnderIO:itemPowderIngot:3, Медный порошок
EnderIO:itemPowderIngot:4, Оловянный порошок
EnderIO:itemPowderIngot:6, Основа Края
EnderIO:itemPowderIngot:7, Обсидиановый порошок
EnderIO:itemPowderIngot:8, Мука
EnderIO:bucketNutrient_distillation, Ведро питательного дистиллята
EnderIO:bucketHootch, Ведро самогона
EnderIO:bucketRocket_fuel, Ведро ракетного топлива
EnderIO:bucketFire_water, Ведро огненной воды
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:itemYetaWrench, Гаечный ключ Yeta
EnderIO:itemEnderface, Лицо Края
EnderIO:itemTravelStaff:0, Посох путешествия
EnderIO:itemTravelStaff:16, Посох путешествия
EnderIO:itemConduitProbe:0, Зонд для труб
EnderIO:itemXpTransfer:0, Стержень опыта
EnderIO:itemSoulVessel, Флакон для душ
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Крыло планёра
EnderIO:itemGliderWing:1, Крылья планёра
EnderIO:item.darkSteel_helmet, Тёмный шлем
EnderIO:item.darkSteel_chestplate, Тёмная кираса
EnderIO:item.darkSteel_leggings, Тёмные поножи
EnderIO:item.darkSteel_boots, Тёмные ботинки
EnderIO:item.darkSteel_sword, Край
EnderIO:item.darkSteel_pickaxe, Тёмная кирка
EnderIO:item.darkSteel_axe, Тёмный топор
EnderIO:item.darkSteel_shears, Тёмные ножницы
EnderIO:itemMagnet:0, Электромагнит
EnderIO:itemMagnet:16, Электромагнит
EnderTech:endertech.exchanger:0, Creative Exchanger
